1num,gvkey,2num,tic,3num,1conm_x,2Company,3CompanyName,1ceo_minority,1ethnicity (from boardex),2BE,1ceo_race(black),ceo_race,1ceo_name,2First,2Last,3DirectorName,3Unnamed: 10,ceo_name,2Female,ceo_gender,2ExecType,3ceo?,3RoleName,3Seniority,3DateStartRole,3DateEndRole,2AnnDate,2permno,2Confounded,2Interim,3CompanyID,3DirectorID
84,10407,,TFX,515,TELEFLEX INC,,TELEFLEX INC,0,CAUCASIAN/WHITE,,,,,,,Liam Kelly,Liam Kelly,,,,,1,President/CEO,Executive Director,5/4/18,5/1/20,,,,,30265,1115309
85,12850,,CERN,117,CERNER CORP,,CERNER CORP (De-listed 06/2022),0,PREFER NOT TO DISCLOSE,,,,,,,D Shafer,D Shafer,,,,,1,Chairman/CEO,Executive Director,2/1/18,10/1/21,,,,,6375,1370253
86,3532,212,GLW,,CORNING INC,Corning,,0,CAUCASIAN/WHITE,1,,black,,Lawrence,McRae,,,Lawrence McRae,0,Male,TMT,,,,,,10/7/10,22293,1,,,
87,3650,,CMI,166,CUMMINS INC,,CUMMINS INC,0,CAUCASIAN/WHITE,,,,,,,Tom Linebarger,Tom Linebarger,,,,,1,Chairman/CEO,Executive Director,1/1/12,8/1/22,,,,,8426,203776
87,3650,,CMI,682,CUMMINS INC,,C-COM SATELLITE SYSTEMS INC,0,CAUCASIAN/WHITE,,,,,,,Doctor Leslie Klein,Doctor Leslie Klein,,,,,1,President/CEO,Executive Director,8/15/00,C,,,,,1984540,2418090
88,29736,,TSCO,,TRACTOR SUPPLY CO,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
89,2884,,LUMN,116,LUMEN TECHNOLOGIES INC,,LUMEN TECHNOLOGIES INC (CenturyLink Inc prior to 09/2020),0,CAUCASIAN/WHITE,,,,,,,Jeff Storey,Jeff Storey,,,,,1,President/CEO,Executive Director,5/23/18,11/7/22,,,,,6353,730057
90,14824,,CINF,126,CINCINNATI FINANCIAL CORP,,CINCINNATI FINANCIAL CORP,0,CAUCASIAN/WHITE,,,,,,,Steve Johnston,Steve Johnston,,,,,1,President/CEO,Executive Director,5/2/11,5/2/20,,,,,6863,270963
91,63080,,ANSS,31,ANSYS INC,,ANSYS INC,1,INDIAN/SOUTH ASIAN,,,,,,,Doctor Ajei Gopal,Doctor Ajei Gopal,,,,,1,President/CEO,Executive Director,1/1/17,C,,,,,2257,545851
92,7637,,VTRS,,VIATRIS INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
93,12635,,FISV,,FISERV INC,,,1,ASIAN (EXCLUDE INDIAN/SOUTH ASIAN),,,,,,,,,,,,,,,,,,,,,,,
94,28180,,ORLY,418,O'REILLY AUTOMOTIVE INC,,O'REILLY AUTOMOTIVE INC,0,CAUCASIAN/WHITE,,,,,,,David O'Reilly,David O'Reilly,,,,,1,Chairman (Executive),Executive Director,2/24/05,5/13/21,,,,,23350,102852
94,28180,,ORLY,419,O'REILLY AUTOMOTIVE INC,,O'REILLY AUTOMOTIVE INC,0,CAUCASIAN/WHITE,,,,,,,Greg Henslee,Greg Henslee,,,,,1,Vice Chairman (Executive),Executive Director,5/8/18,5/13/21,,,,,23350,204705
95,3439,195,CMS,137,CMS ENERGY CORP,CMS Energy,CMS ENERGY CORP,0,CAUCASIAN/WHITE,1,,black,,Rejji,Hayes,Patti Poppe,Patti Poppe,Rejji Hayes,0,Male,TMT,1,President/CEO,Executive Director,7/1/16,12/1/20,5/1/17,23229,1,,7147,1094129
96,5492,,LHX,267,L3HARRIS TECHNOLOGIES INC,,L3HARRIS TECHNOLOGIES INC (Harris Corp prior to 07/2019),0,CAUCASIAN/WHITE,,,,,,,Chris Kubasik,Chris Kubasik,,,,,1,Vice Chairman/President/COO,Executive Director,6/29/19,6/29/21,,,,,14355,34826
96,5492,,LHX,268,L3HARRIS TECHNOLOGIES INC,,L3HARRIS TECHNOLOGIES INC (Harris Corp prior to 07/2019),0,CAUCASIAN/WHITE,,,,,,,Bill Brown,Bill Brown,,,,,1,Chairman (Executive)/CEO,Executive Director,6/29/19,6/29/21,,,,,14355,484620
97,34443,,DOW,,DOW INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
98,6375,,K,322,KELLOGG CO,,KELLANOVA CO (Kellogg Co prior to 10/2023),0,CAUCASIAN/WHITE,,,,,,,Steve Cahillane,Steve Cahillane,,,,,1,Chairman/President/CEO,Executive Director,3/16/18,C,,,,,17777,455061
98,6375,,K,326,KELLOGG CO,,KINROSS GOLD CORP,0,CAUCASIAN/WHITE,,,,,,,J Rollinson,J Rollinson,,,,,1,President/CEO,Executive Director,10/1/14,C,,,,,17958,889546
99,12726,,UNM,534,UNUM GROUP,,UNUM GROUP (UnumProvident Corp prior to 03/2007),0,CAUCASIAN/WHITE,,,,,,,Rick McKenney,Rick McKenney,,,,,1,President/CEO,Executive Director,5/21/15,C,,,,,31898,340641
100,24925,,ROP,477,ROPER TECHNOLOGIES INC,,ROPER TECHNOLOGIES INC (Roper Industries Inc prior to 04/2015),0,CAUCASIAN/WHITE,,,,,,,Laurence Hunn,Laurence Hunn,,,,,1,President/CEO,Executive Director,9/19/18,C,,,,,26544,796522
101,13988,,SCHW,487,SCHWAB (CHARLES) CORP,,CHARLES SCHWAB CORP,0,CAUCASIAN/WHITE,,,,,,,Chuck Schwab Jr,Chuck Schwab Jr,,,,,1,Chairman (Executive),Executive Director,10/1/08,7/27/22,,,,,27292,957
101,13988,,SCHW,488,SCHWAB (CHARLES) CORP,,CHARLES SCHWAB CORP,0,CAUCASIAN/WHITE,,,,,,,Walt Bettinger II,Walt Bettinger II,,,,,1,President/CEO,Executive Director,10/1/08,10/15/21,,,,,27292,486476
102,10894,,UDR,543,UDR INC,,UDR INC (United Dominion Realty Trust Inc prior to 03/2007),0,CAUCASIAN/WHITE,,,,,,,Tom Toomey,Tom Toomey,,,,,1,Chairman/CEO,Executive Director,1/1/19,C,,,,,32094,181650
103,11465,236,WHR,569,WHIRLPOOL CORP,Whirlpool,WHIRLPOOL CORP,0,CAUCASIAN/WHITE,1,,black,,Michael,Todman,Doctor Marc Bitzer,Doctor Marc Bitzer,Michael Todman,0,Male,TMT,1,Chairman/President/CEO,Executive Director,1/1/19,9/1/21,3/25/01,25419,0,,33437,485987
104,65772,77,MTD,372,METTLER-TOLEDO INTL INC,Mettler-Toledo International,METTLER TOLEDO INTERNATIONAL INC,0,CAUCASIAN/WHITE,0,,non-black,,Olivier,Filliol,Olivier Filliol,Olivier Filliol,Olivier Filliol,0,Male,CEO,1,President/CEO,Executive Director,1/1/09,3/31/21,11/1/07,85621,0,0,20478,205031
105,28790,,LW,710,LAMB WESTON HOLDINGS INC,,LAMB WESTON HOLDINGS INC,0,CAUCASIAN/WHITE,,,,,,,Tom Werner,Tom Werner,,,,,1,President/CEO,Executive Director,11/9/16,C,,,,,2558653,1595178
106,7343,,MU,376,MICRON TECHNOLOGY INC,,MICRON TECHNOLOGY INC,1,INDIAN/SOUTH ASIAN,,,,,,,Sanjay Mehrotra,Sanjay Mehrotra,,,,,1,President/CEO,Executive Director,5/8/17,C,,,,,20589,205405
106,7343,,MU,378,MICRON TECHNOLOGY INC,,MICRON TECHNOLOGY INC,1,INDIAN/SOUTH ASIAN,,,,,,,K Hsu,K Hsu,,,,,1,Chairman/Regional VP,Executive Director,8/1/15,1/1/21,,,,,20589,2554735
107,6338,,EVRG,717,EVERGY INC,,EVERGY INC,0,CAUCASIAN/WHITE,,,,,,,Terry Bassham,Terry Bassham,,,,,1,President/CEO,Executive Director,6/5/18,1/4/21,,,,,2824528,345671
108,6335,,KSU,320,KANSAS CITY SOUTHERN,,KANSAS CITY SOUTHERN (De-listed 12/2021),0,CAUCASIAN/WHITE,,,,,,,Pat Ottensmeyer,Pat Ottensmeyer,,,,,1,President/CEO,Executive Director,7/1/16,12/14/21,,,,,17690,489655
109,10614,,GL,525,GLOBE LIFE INC,,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),0,CAUCASIAN/WHITE,,,,,,,Gary Coleman,Gary Coleman,,,,,1,Co-Chairman/Co-CEO,Executive Director,4/24/14,12/31/22,,,,,30937,58941
109,10614,,GL,526,GLOBE LIFE INC,,GLOBE LIFE INC (Torchmark Corp prior to 08/2019),0,CAUCASIAN/WHITE,,,,,,,Larry Hutchison,Larry Hutchison,,,,,1,Co-Chairman/Co-CEO,Executive Director,4/24/14,12/31/22,,,,,30937,58946
110,10789,,TYL,527,TYLER TECHNOLOGIES INC,,TYLER TECHNOLOGIES INC,0,CAUCASIAN/WHITE,,,,,,,John Marr Jr,John Marr Jr,,,,,1,Chairman (Executive),Executive Director,5/10/18,C,,,,,31558,325222
110,10789,,TYL,528,TYLER TECHNOLOGIES INC,,TYLER TECHNOLOGIES INC,0,CAUCASIAN/WHITE,,,,,,,H Moore Jr,H Moore Jr,,,,,1,President/CEO,Executive Director,5/10/18,C,,,,,31558,325238
111,9778,,SNA,500,SNAP-ON INC,,SNAP-ON INC,0,CAUCASIAN/WHITE,,,,,,,Nick Pinchuk,Nick Pinchuk,,,,,1,Chairman/President/CEO,Executive Director,4/23/09,C,,,,,28335,206568
112,2710,,STZ,149,CONSTELLATION BRANDS,,CONSTELLATION BRANDS INC,0,CAUCASIAN/WHITE,,,,,,,Doctor Richard Sands,Doctor Richard Sands,,,,,1,Vice Chairman (Executive),Executive Director,3/1/19,1/1/22,,,,,7753,82517
112,2710,,STZ,151,CONSTELLATION BRANDS,,CONSTELLATION BRANDS INC,0,CAUCASIAN/WHITE,,,,,,,Rob Sands,Rob Sands,,,,,1,Chairman (Executive),Executive Director,3/1/19,1/1/22,,,,,7753,82522
112,2710,,STZ,153,CONSTELLATION BRANDS,,CONSTELLATION BRANDS INC,0,CAUCASIAN/WHITE,,,,,,,Bill Newlands Jr,Bill Newlands Jr,,,,,1,President/CEO,Executive Director,3/1/19,C,,,,,7753,1130665
113,61494,,HSIC,274,HENRY SCHEIN INC,,HENRY SCHEIN INC,0,CAUCASIAN/WHITE,,,,,,,Stan Bergman,Stan Bergman,,,,,1,Chairman/CEO,Executive Director,5/18/05,C,,,,,14669,85377
113,61494,,HSIC,276,HENRY SCHEIN INC,,HENRY SCHEIN INC,0,CAUCASIAN/WHITE,,,,,,,Jim Breslawski,Jim Breslawski,,,,,1,Vice Chairman/President,Executive Director,5/1/18,C,,,,,14669,85387
114,14225,,FAST,233,FASTENAL CO,,FASTENAL CO,0,CAUCASIAN/WHITE,,,,,,,Dan Florness,Dan Florness,,,,,1,President/CEO,Executive Director,1/1/16,C,,,,,11608,70422
115,1045,,AAL,692,AMERICAN AIRLINES GROUP INC,,AMERICAN AIRLINES GROUP INC (AMR Corp prior to 12/2013),0,CAUCASIAN/WHITE,,,,,,,Doug Parker Jr,Doug Parker Jr,,,,,1,Chairman/CEO,Executive Director,6/4/14,3/31/22,,,,,2021732,273457
116,25340,,DHI,189,D R HORTON INC,,DR HORTON INC,0,CAUCASIAN/WHITE,,,,,,,Donald Horton,Donald Horton,,,,,1,Chairman (Executive),Executive Director,11/1/98,10/1/23,,,,,9582,65517
117,8898,,RJF,463,RAYMOND JAMES FINANCIAL INC,,RAYMOND JAMES FINANCIAL INC,0,CAUCASIAN/WHITE,,,,,,,Paul Reilly,Paul Reilly,,,,,1,Chairman/CEO,Executive Director,2/16/17,C,,,,,25808,275776
118,2574,,CSX,164,CSX CORP,,CSX CORP,0,CAUCASIAN/WHITE,,,,,,,Jim Foote,Jim Foote,,,,,1,President/CEO,Executive Director,12/22/17,9/26/22,,,,,8383,331094
118,2574,,CSX,686,CSX CORP,,CLEAN SEED CAPITAL GROUP LTD,0,CAUCASIAN/WHITE,,,,,,,Graeme Lempriere,Graeme Lempriere,,,,,1,Chairman/CEO,Executive Director,10/16/18,C,,,,,1986420,1852520
119,165993,,FIS,119,FIDELITY NATIONAL INFO SVCS,,FIDELITY NATIONAL INFORMATION SERVICES INC (Certegy Inc prior to 02/2006),0,CAUCASIAN/WHITE,,,,,,,Gary Norcross,Gary Norcross,,,,,1,Chairman/President/CEO,Executive Director,5/30/18,3/9/21,,,,,6382,516521
120,29099,,REG,666,REGENCY CENTERS CORP,,REGULUS RESOURCES INC,0,CAUCASIAN/WHITE,,,,,,,John Black,John Black,,,,,1,CEO,Executive Director,9/30/14,C,,,,,1792078,1061422
121,13721,207,ZTS,,ZOETIS INC,Zoetis,,0,CAUCASIAN/WHITE,1,,black,,Clinton,Lewis,,,Clinton Lewis,0,Male,TMT,,,,,,5/7/15,13788,1,,,
122,187697,,EPAM,667,EPAM SYSTEMS INC,,EPAM SYSTEMS INC,0,CAUCASIAN/WHITE,,,,,,,Arkadiy Dobkin,Arkadiy Dobkin,,,,,1,Chairman/President/CEO,Executive Director,2/8/12,C,,,,,1796199,1059890
123,162129,,MOS,599,MOSAIC CO,,MOSAIC CO,0,CAUCASIAN/WHITE,,,,,,,Joc O'Rourke,Joc O'Rourke,,,,,1,President/CEO,Executive Director,8/5/15,8/29/23,,,,,550358,549793
124,24316,,MNST,265,MONSTER BEVERAGE CORP,,MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011),0,CAUCASIAN/WHITE,,,,,,,Rodney Sacks,Rodney Sacks,,,,,1,Chairman/CEO,Executive Director,7/1/96,1/13/21,,,,,14301,343707
124,24316,,MNST,266,MONSTER BEVERAGE CORP,,MONSTER BEVERAGE CORP (Hansen Natural Corp prior to 12/2011),0,CAUCASIAN/WHITE,,,,,,,Hilton Schlosberg,Hilton Schlosberg,,,,,1,Vice Chairman/President/CFO/COO/Secretary,Executive Director,7/1/96,1/13/21,,,,,14301,343710
125,1209,,APD,8,AIR PRODUCTS & CHEMICALS INC,,AIR PRODUCTS & CHEMICALS INC,1,MIDDLE-EASTERN/NORTH AFRICAN,,,,,,,Seifi Ghasemi,Seifi Ghasemi,,,,,1,Chairman/President/CEO,Executive Director,7/1/14,C,,,,,1173,24391
126,8455,,PPL,441,PPL CORP,,PPL CORP,0,CAUCASIAN/WHITE,,,,,,,Bill Spence,Bill Spence,,,,,1,Chairman/CEO,Executive Director,7/1/19,5/31/20,,,,,24890,333782
126,8455,,PPL,610,PPL CORP,,PEMBINA PIPELINE CORP,0,CAUCASIAN/WHITE,,,,,,,Mick Dilger,Mick Dilger,,,,,1,President/CEO,Executive Director,1/1/14,11/19/21,,,,,664896,1248718
127,178704,,ULTA,595,ULTA BEAUTY INC,,ULTA BEAUTY INC (Ulta Salon Cosmetics & Fragrance Inc prior to 01/2017),0,CAUCASIAN/WHITE,,,,,,,Mary Dillon,Mary Dillon,,,,,1,CEO,Executive Director,7/1/13,6/2/21,,,,,465379,487099
128,13498,15,CCL,104,CARNIVAL CORPORATION & PLC,Carnival & plc,CARNIVAL CORP,1,BLACK/AFRICAN AMERICAN,1,,black,,Arnold,Donald,Micky Arison,Micky Arison,Arnold Donald,0,Male,CEO,1,Chairman (Executive),Executive Director,7/3/13,C,6/24/13,89728,0,0,5867,27496
128,13498,15,CCL,105,CARNIVAL CORPORATION & PLC,Carnival & plc,CARNIVAL CORP,1,BLACK/AFRICAN AMERICAN,1,,black,,Arnold,Donald,Arnold Donald,Arnold Donald,Arnold Donald,0,Male,CEO,1,President/CEO,Executive Director,7/3/13,1/1/22,6/24/13,89728,0,0,5867,35264
129,6669,,LEN,335,LENNAR CORP,,LENNAR CORP,0,CAUCASIAN/WHITE,,,,,,,Stuart Miller,Stuart Miller,,,,,1,Chairman (Executive),Executive Director,4/11/18,9/1/23,,,,,18703,61812
129,6669,,LEN,337,LENNAR CORP,,LENNAR CORP,0,CAUCASIAN/WHITE,,,,,,,Rick Beckwitt,Rick Beckwitt,,,,,1,CEO,Executive Director,4/11/18,11/2/20,,,,,18703,67887
130,104432,,NCLH,677,NORWEGIAN CRUISE LINE HLDGS,,NORWEGIAN CRUISE LINE HOLDINGS LTD,1,HISPANIC/LATIN AMERICAN,,,,,,,Frank Del Rio,Frank Del Rio,,,,,1,President/CEO,Executive Director,8/4/15,6/30/23,,,,,1925428,1451131
131,28191,,RCL,480,ROYAL CARIBBEAN GROUP,,ROYAL CARIBBEAN CRUISES LTD (ROYAL CARIBBEAN GROUP),0,CAUCASIAN/WHITE,,,,,,,Richard Fain,Richard Fain,,,,,1,Chairman/CEO,Executive Director,4/1/88,1/3/22,,,,,26625,13413
132,165914,,CMG,601,CHIPOTLE MEXICAN GRILL INC,,COMPUTER MODELLING GROUP LTD,0,CAUCASIAN/WHITE,,,,,,,Ryan Schneider,Ryan Schneider,,,,,1,President/CEO,Executive Director,7/12/18,5/10/22,,,,,598752,1457763
133,133366,,EW,202,EDWARDS LIFESCIENCES CORP,,EDWARDS LIFESCIENCES CORP,0,CAUCASIAN/WHITE,,,,,,,Mike Mussallem,Mike Mussallem,,,,,1,Chairman/CEO,Executive Director,3/31/00,5/11/23,,,,,10156,90062
133,133366,,EW,637,EDWARDS LIFESCIENCES CORP,,EAST WEST PETROLEUM CORP (Avere Energy Inc prior to 08/2010),0,CAUCASIAN/WHITE,,,,,,,Nick DeMare,Nick DeMare,,,,,1,CFO/Secretary/Interim CEO,Executive Director,3/14/19,2/2/23,,,,,1195225,482389
134,1327,,SWKS,17,SKYWORKS SOLUTIONS INC,,SKYWORKS SOLUTIONS INC (Alpha Industries prior to 6/2002),0,CAUCASIAN/WHITE,,,,,,,Liam Griffin,Liam Griffin,,,,,1,President/CEO,Executive Director,5/11/16,5/13/21,,,,,1573,327486
135,5597,,HSY,277,HERSHEY CO,,HERSHEY CO (THE),0,CAUCASIAN/WHITE,,,,,,,Michele Buck,Michele Buck,,,,,1,Chairman/President/CEO,Executive Director,10/11/19,C,,,,,14714,485170
136,161844,,LVS,603,LAS VEGAS SANDS CORP,,LAS VEGAS SANDS CORP,0,CAUCASIAN/WHITE,,,,,,,Sheldon Adelson,Sheldon Adelson,,,,,1,Chairman/CEO/Treasurer,Executive Director,8/1/04,1/11/21,,,,,603630,373289
137,149318,,WYNN,589,WYNN RESORTS LTD,,WYNN RESORTS LTD,0,CAUCASIAN/WHITE,,,,,,,Matt Maddox,Matt Maddox,,,,,1,CEO,Executive Director,5/29/19,1/31/22,,,,,136226,488858
138,176928,,BR,625,BROADRIDGE FINANCIAL SOLUTNS,,BROADRIDGE FINANCIAL SOLUTIONS INC,0,CAUCASIAN/WHITE,,,,,,,Rich Daly,Rich Daly,,,,,1,Chairman (Executive),Executive Director,1/2/19,C,,,,,934640,35096
139,24731,,KIM,324,KIMCO REALTY CORP,,KIMCO REALTY CORP,0,CAUCASIAN/WHITE,,,,,,,Milton Cooper,Milton Cooper,,,,,1,Chairman (Executive),Executive Director,12/31/09,C,,,,,17915,142173
139,24731,,KIM,325,KIMCO REALTY CORP,,KIMCO REALTY CORP,0,CAUCASIAN/WHITE,,,,,,,Conor Flynn,Conor Flynn,,,,,1,CEO,Executive Director,2/27/17,C,,,,,17915,888666
140,28477,,FLIR,237,FLIR SYSTEMS INC,,FLIR SYSTEMS INC (De-listed 05/2021),0,CAUCASIAN/WHITE,,,,,,,Jim Cannon,Jim Cannon,,,,,1,President/CEO,Executive Director,6/19/17,5/14/21,,,,,12112,1301933
141,8099,,FE,236,FIRSTENERGY CORP,,FIRSTENERGY CORP,0,CAUCASIAN/WHITE,,,,,,,Chuck Jones Jr,Chuck Jones Jr,,,,,1,President/CEO,Executive Director,1/1/15,5/24/20,,,,,11964,621318
141,8099,,FE,608,FIRSTENERGY CORP,,FE BATTERY METALS CORP (First Energy Metals Ltd prior to 11/2022),0,CAUCASIAN/WHITE,,,,,,,Gurm Sangha,Gurm Sangha,,,,,1,President/CEO,Executive Director,3/26/18,C,,,,,643675,1966120
142,2176,,BRK.B,61,BERKSHIRE HATHAWAY,,BERKSHIRE HATHAWAY INC,0,CAUCASIAN/WHITE,,,,,,,Warren Buffett,Warren Buffett,,,,,1,Chairman/CEO,Executive Director,1/1/70,C,,,,,4080,32543
142,2176,,BRK.B,65,BERKSHIRE HATHAWAY,,BERKSHIRE HATHAWAY INC,0,CAUCASIAN/WHITE,,,,,,,Charlie Munger,Charlie Munger,,,,,1,Vice Chairman,Executive Director,1/1/78,11/28/23,,,,,4080,40751
142,2176,,BRK.B,69,BERKSHIRE HATHAWAY,,BERKSHIRE HATHAWAY INC,0,CAUCASIAN/WHITE,,,,,,,Greg Abel,Greg Abel,,,,,1,Vice Chairman - Operations,Executive Director,1/9/18,C,,,,,4080,344171
142,2176,,BRK.B,73,BERKSHIRE HATHAWAY,,BERKSHIRE HATHAWAY INC,0,CAUCASIAN/WHITE,,,,,,,Ajit Jain,Ajit Jain,,,,,1,Vice Chairman - Operations,Executive Director,1/9/18,C,,,,,4080,1113697
143,10867,171,UNP,532,UNION PACIFIC CORP,Union Paci_c,UNION PACIFIC CORP,0,CAUCASIAN/WHITE,1,,black,,Eric,Butler,Lance Fritz,Lance Fritz,Eric Butler,0,Male,TMT,1,Chairman/President/CEO,Executive Director,10/1/15,8/14/23,11/17/16,48725,1,,31786,603672
143,10867,172,UNP,532,UNION PACIFIC CORP,Union Paci_c,UNION PACIFIC CORP,0,CAUCASIAN/WHITE,1,,black,,Eric,Butler,Lance Fritz,Lance Fritz,Eric Butler,0,Male,TMT,1,Chairman/President/CEO,Executive Director,10/1/15,8/14/23,3/15/12,48725,1,,31786,603672
143,10867,186,UNP,532,UNION PACIFIC CORP,Union Paci_c,UNION PACIFIC CORP,0,CAUCASIAN/WHITE,1,,black,,Rhonda,Ferguson,Lance Fritz,Lance Fritz,Rhonda Ferguson,1,Female,TMT,1,Chairman/President/CEO,Executive Director,10/1/15,8/14/23,6/7/16,48725,0,,31786,603672
144,3835,,DE,177,DEERE & CO,,DEERE & CO,0,CAUCASIAN/WHITE,,,,,,,John May,John May,,,,,1,President/CEO,Executive Director,11/4/19,5/1/20,,,,,8886,1070838
144,3835,,DE,689,DEERE & CO,,DECISIVE DIVIDEND CORP,0,CAUCASIAN/WHITE,,,,,,,James Paterson,James Paterson,,,,,1,Chairman/CEO,Executive Director,9/24/13,5/31/21,,,,,1987627,2784754
145,4674,,RF,597,REGIONS FINANCIAL CORP,,REGIONS FINANCIAL CORP,0,CAUCASIAN/WHITE,,,,,,,John Turner Jr,John Turner Jr,,,,,1,President/CEO,Executive Director,7/2/18,C,,,,,550049,488345
146,11228,,VMC,556,VULCAN MATERIALS CO,,VULCAN MATERIALS CO,0,CAUCASIAN/WHITE,,,,,,,Tom Hill,Tom Hill,,,,,1,Chairman/President/CEO,Executive Director,1/1/16,9/20/23,,,,,32979,1085549
146,11228,,VMC,694,VULCAN MATERIALS CO,,VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021),0,CAUCASIAN/WHITE,,,,,,,William Trainer,William Trainer,,,,,1,President/CEO,Executive Director,8/26/19,C,,,,,2034565,1537148
147,1678,,APA,33,APA CORP,,APA CORP (Apache Corp prior to 03/2021),0,CAUCASIAN/WHITE,,,,,,,John Christmann IV,John Christmann IV,,,,,1,President/CEO,Executive Director,1/20/15,1/1/24,,,,,2307,535064
148,32106,,BKR,48,BAKER HUGHES CO,,BAKER HUGHES CO (Baker Hughes a GE Co prior to 10/2019),0,CAUCASIAN/WHITE,,,,,,,Lorenzo Simonelli,Lorenzo Simonelli,,,,,1,Chairman/President/CEO,Executive Director,10/2/17,C,,,,,3415,641184
149,113490,,CCI,163,CROWN CASTLE INC,,CROWN CASTLE INC (Crown Castle International Corp prior to 08/2022),0,CAUCASIAN/WHITE,,,,,,,Jay Brown,Jay Brown,,,,,1,President/CEO,Executive Director,6/1/16,1/16/24,,,,,8304,620002
150,5742,,CNP,113,CENTERPOINT ENERGY INC,,CENTERPOINT ENERGY INC,0,CAUCASIAN/WHITE,,,,,,,Milton Carroll,Milton Carroll,,,,,1,Chairman (Executive),Executive Director,6/1/13,7/21/21,,,,,6271,81927
151,8549,,COP,428,CONOCOPHILLIPS,,CONOCOPHILLIPS COMPANY,0,CAUCASIAN/WHITE,,,,,,,Ryan Lance,Ryan Lance,,,,,1,Chairman/CEO,Executive Director,5/1/12,C,,,,,24355,486834
152,20548,,CTRA,96,COTERRA ENERGY INC,,COTERRA ENERGY INC (Cabot Oil & Gas Corp prior to 10/2021),0,CAUCASIAN/WHITE,,,,,,,Dan Dinges,Dan Dinges,,,,,1,Chairman/President/CEO,Executive Director,5/2/02,10/1/21,,,,,5465,202913
153,16478,,EOG,210,EOG RESOURCES INC,,EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999),0,CAUCASIAN/WHITE,,,,,,,Bill Thomas,Bill Thomas,,,,,1,Chairman/CEO,Executive Director,1/1/14,9/30/21,,,,,10844,534761
153,16478,,EOG,669,EOG RESOURCES INC,,ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011),0,CAUCASIAN/WHITE,,,,,,,Gil Holzman,Gil Holzman,,,,,1,President/CEO,Executive Director,11/25/11,C,,,,,1807060,1892119
154,5439,,HAL,264,HALLIBURTON CO,,HALLIBURTON CO,0,CAUCASIAN/WHITE,,,,,,,Jeff Miller,Jeff Miller,,,,,1,Chairman/President/CEO,Executive Director,1/1/19,C,,,,,14212,1269010
155,26156,,HPE,706,HEWLETT PACKARD ENTERPRISE,,HEWLETT PACKARD ENTERPRISE CO,1,HISPANIC/LATIN AMERICAN,,,,,,,Antonio Neri,Antonio Neri,,,,,1,President/CEO,Executive Director,2/1/18,C,,,,,2358912,1192124
156,6310,,KMI,660,KINDER MORGAN INC,,KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011),0,CAUCASIAN/WHITE,,,,,,,Rich Kinder,Rich Kinder,,,,,1,Chairman (Executive),Executive Director,6/1/15,C,,,,,1687673,38016
156,6310,,KMI,661,KINDER MORGAN INC,,KINDER MORGAN INC (Kinder Morgan Holdco LLC prior to 02/2011),0,CAUCASIAN/WHITE,,,,,,,Steve Kean,Steve Kean,,,,,1,CEO,Executive Director,4/18/18,8/1/23,,,,,1687673,480557
157,294524,,LYB,653,LYONDELLBASELL INDUSTRIES NV,,LYONDELLBASELL INDUSTRIES NV,1,INDIAN/SOUTH ASIAN,,,,,,,Bob Patel,Bob Patel,,,,,1,CEO,Executive Director,6/1/18,12/31/21,,,,,1667126,1092110
158,7017,,MRO,542,MARATHON OIL CORP,,MARATHON OIL CORP (USX Marathon Group prior to 01/2002),0,CAUCASIAN/WHITE,,,,,,,Lee Tillman,Lee Tillman,,,,,1,Chairman/President/CEO,Executive Director,2/1/19,C,,,,,32067,1314672
159,63892,,NOV,389,NOV INC,,NOV INC (National Oilwell Varco Inc prior to 01/2021),0,CAUCASIAN/WHITE,,,,,,,Clay Williams,Clay Williams,,,,,1,Chairman/President/CEO,Executive Director,5/30/14,C,,,,,21553,207048
160,135990,,NRG,400,NRG ENERGY INC,,NRG ENERGY INC,1,HISPANIC/LATIN AMERICAN,,,,,,,Mauricio Gutierrez,Mauricio Gutierrez,,,,,1,President/CEO,Executive Director,1/4/16,11/17/23,,,,,22626,598675
161,8068,,OXY,405,OCCIDENTAL PETROLEUM CORP,,OCCIDENTAL PETROLEUM CORP,0,CAUCASIAN/WHITE,,,,,,,Vicki Hollub,Vicki Hollub,,,,,1,President/CEO,Executive Director,4/29/16,C,,,,,22899,1304382
162,170841,,PSX,671,PHILLIPS 66,,PHILLIPS 66,0,CAUCASIAN/WHITE,,,,,,,Greg Garland,Greg Garland,,,,,1,Chairman/CEO,Executive Director,6/1/14,7/1/22,,,,,1813482,1089975
